"","Lot Area","Overall Qual","Year Remod/Add","Gr Liv Area","TotRms AbvGrd","Garage Area","Yr Sold","Sale Type","SalePrice (Thousands)"
"973",4500,6,1999,1224,5,402,2009,"WD ",165
"974",1596,4,1973,988,5,297,2009,"WD ",91
"975",9858,5,1968,874,5,288,2009,"WD ",130
"976",1526,4,2002,630,3,286,2009,"WD ",86
"977",13383,5,2000,1404,7,504,2009,"WD ",160
"978",1477,4,1970,630,3,286,2009,"WD ",80
"979",1533,4,2008,1344,6,0,2009,"WD ",97
"980",2217,4,1970,1092,6,286,2009,"WD ",88
"981",7689,5,1972,796,4,336,2009,"WD ",131.9
"982",7706,6,1996,1091,5,429,2009,"WD ",131.25
"983",9101,5,1978,1110,4,602,2009,"WD ",165.5
"984",8780,5,1985,833,5,0,2009,"WD ",112
"985",7669,5,1993,883,5,698,2009,"WD ",149
"986",14115,5,1995,1362,5,480,2009,"WD ",143
"987",10429,5,1992,1287,6,440,2009,"WD ",130
"988",9819,6,1977,1567,5,714,2009,"WD ",196
"989",10457,5,1969,1632,7,898,2009,"WD ",173
"990",11029,6,2002,1414,6,601,2008,"WD ",176.5
"991",12925,6,1970,2117,7,550,2008,"WD ",237.5
"992",11075,6,1969,2112,9,576,2008,"WD ",206.9
"993",8702,6,1998,1604,7,470,2008,"WD ",187.5
"994",8139,6,1996,1470,7,420,2008,"WD ",165
"995",9535,6,1998,1604,7,472,2008,"WD ",195.5
"996",9042,6,1998,1638,7,472,2008,"WD ",192
"997",15038,6,1996,1636,7,386,2008,"WD ",173
"998",14137,5,1997,1384,7,404,2008,"WD ",177.9
"999",21872,7,1997,1446,6,406,2008,"WD ",175
"1000",4923,8,2002,1593,5,682,2008,"WD ",286
"1001",6264,8,1997,1682,6,528,2008,"WD ",247.9
"1002",5395,8,1993,1337,5,462,2008,"WD ",180
"1003",5070,8,1992,1280,5,506,2008,"WD ",180
"1004",10839,6,1998,1604,7,470,2008,"WD ",181
"1005",11184,6,1998,1633,7,460,2008,"WD ",183
"1006",8000,6,1996,1658,8,431,2008,"WD ",188
"1007",10832,7,1996,1895,7,409,2008,"WD ",194.5
"1008",14067,6,1991,1709,7,416,2008,"WD ",185
"1009",4671,8,1989,1228,5,472,2008,"WD ",189
"1010",5950,8,1989,1337,5,462,2008,"WD ",188.5
"1011",13543,8,2005,2500,9,683,2008,"WD ",355
"1012",11198,9,2007,2504,11,656,2008,"WD ",325
"1013",15401,9,2004,1884,7,670,2008,"WD ",387
"1014",31220,6,1952,1474,7,495,2008,"WD ",115
"1015",8118,9,2007,1710,6,557,2008,"WD ",334
"1016",47280,6,1950,1488,6,738,2008,"WD ",133
"1017",20544,7,1991,2093,7,542,2008,"WD ",215
"1018",12680,7,1988,1688,6,528,2008,"WD ",226.5
"1019",12090,6,1981,1422,7,576,2008,"WD ",175.5
"1020",10825,7,1983,1260,6,598,2008,"WD ",181.9
"1021",18559,7,1978,2064,7,550,2008,"WD ",235
"1022",14450,7,1979,1782,6,551,2008,"WD ",220
"1023",12227,6,1995,2872,11,619,2008,"WD ",272
"1024",13068,6,1976,1211,6,461,2008,"WD ",161
"1025",15611,5,1977,1126,6,540,2008,"WD ",175
"1026",10400,7,1988,2044,7,489,2008,"WD ",185
"1027",9743,5,1969,1308,7,484,2008,"WD ",146.9
"1028",12511,7,1978,2840,8,1314,2008,"WD ",292.5
"1029",11361,6,1976,1523,7,478,2008,"COD",180
"1030",10400,6,1976,1444,5,473,2008,"WD ",159.9
"1031",10480,7,1976,1964,8,483,2008,"WD ",205
"1032",10000,5,2000,1178,5,439,2008,"WD ",157
"1033",14311,8,1996,2340,9,787,2008,"WD ",306
"1034",9000,5,1974,1792,8,480,2008,"WD ",133
"1035",9750,6,1969,1054,6,460,2008,"WD ",151
"1036",10295,4,1969,936,4,288,2008,"COD",111.9
"1037",7560,5,1971,864,5,576,2008,"WD ",123
"1038",12735,4,1972,864,5,576,2008,"COD",111.25
"1039",4060,6,1999,1337,5,511,2008,"COD",181
"1040",1680,6,1973,987,5,264,2008,"WD ",103.4
"1041",1680,6,1973,987,5,264,2008,"WD ",100
"1042",1890,6,1972,987,5,352,2008,"WD ",100.5
"1043",1869,6,1970,987,5,280,2008,"WD ",106
"1044",1680,6,1971,987,4,264,2008,"COD",85.4
"1045",1680,6,1971,987,5,264,2008,"WD ",89.5
"1046",1680,5,1972,1302,6,264,2008,"WD ",111.75
"1047",4043,6,1977,1069,4,440,2008,"COD",140
"1048",2308,6,1975,1456,7,460,2008,"WD ",143
"1049",2529,7,1977,1055,4,440,2008,"WD ",148.5
"1050",9477,5,1966,892,5,264,2008,"WD ",110
"1051",12444,8,2008,1932,7,774,2008,"New",394.617
"1052",12474,10,2008,2332,9,846,2008,"New",426
"1053",14803,10,2008,2084,7,1220,2008,"New",385
"1054",14948,9,2008,2713,11,858,2008,"New",446.261
"1055",12704,8,2007,1582,7,905,2008,"New",317.5
"1056",13891,8,2008,1710,6,866,2008,"New",372.402
"1057",13693,8,2007,2464,9,650,2008,"WD ",417.5
"1058",14418,9,2007,1950,7,706,2008,"WD ",383
"1059",13418,9,2006,2748,9,850,2008,"WD ",390
"1060",12539,10,2006,2790,10,1150,2008,"WD ",460
"1061",12151,9,2005,2331,9,1003,2008,"WD ",379
"1062",8899,8,2007,2088,10,656,2008,"WD ",250
"1063",10574,8,2004,2332,9,756,2008,"WD ",316
"1064",12720,10,2003,2470,7,789,2008,"WD ",615
"1065",13688,9,2004,2668,10,726,2008,"WD ",412.5
"1066",10625,7,2004,2046,8,871,2008,"WD ",284
"1067",10845,8,2004,1575,7,732,2008,"WD ",284
"1068",16900,8,2002,2649,10,746,2008,"WD ",421.25
"1069",16451,8,2003,2690,9,795,2008,"WD ",370
"1070",10110,9,2008,1866,7,870,2008,"New",336.86
"1071",8769,9,2008,1702,7,1052,2008,"New",367.294
"1072",12304,7,2005,1367,6,484,2008,"WD ",192
"1073",12677,8,2004,1518,6,588,2008,"WD ",274
"1074",8849,9,2005,1684,6,564,2008,"WD ",266
"1075",8232,9,2008,1800,6,944,2008,"New",370.967
"1076",6240,8,2007,1342,6,550,2008,"WD ",234.25
"1077",6240,8,2007,1342,6,550,2008,"WD ",219.5
"1078",2448,7,2004,1626,6,474,2008,"WD ",155
"1079",2448,7,2004,1626,6,474,2008,"WD ",154
"1080",8198,7,2004,1358,6,484,2008,"WD ",207
"1081",3940,7,2003,1455,6,644,2008,"WD ",195
"1082",3940,7,2004,1576,7,668,2008,"WD ",219.99
"1083",3182,7,2006,1504,7,437,2008,"WD ",191
"1084",3182,7,2007,1266,6,388,2008,"WD ",159.895
"1085",3710,7,2008,1246,5,428,2008,"New",187.687
"1086",9024,6,2004,1515,8,393,2008,"WD ",179
"1087",7415,6,2004,1593,8,398,2008,"WD ",193
"1088",9587,7,2005,1166,5,400,2008,"WD ",190
"1089",8029,6,2005,1456,8,400,2008,"WD ",176
"1090",8010,7,2003,1720,7,400,2008,"WD ",188
"1091",8396,7,2003,1986,9,434,2008,"WD ",213
"1092",7301,7,2008,1358,6,484,2008,"New",217.3
"1093",10261,6,2000,1792,8,451,2008,"WD ",186.5
"1094",8220,7,2001,1892,8,431,2008,"WD ",226.75
"1095",15384,7,2005,1490,8,388,2008,"WD ",184
"1096",7750,7,2002,1414,6,403,2008,"WD ",176
"1097",12460,7,2000,2322,8,400,2008,"WD ",225
"1098",8390,7,1999,1651,7,450,2008,"WD ",185.9
"1099",9660,8,1997,2199,9,516,2008,"WD ",284.5
"1100",9200,8,1998,2630,8,696,2008,"WD ",315
"1101",14260,8,2000,2198,9,836,2008,"WD ",250
"1102",11000,9,2000,2172,8,687,2008,"WD ",291
"1103",11675,8,1998,2006,5,938,2008,"WD ",350
"1104",10990,7,1997,2125,12,576,2008,"WD ",279.5
"1105",11929,8,1995,2501,9,751,2008,"WD ",290
"1106",10437,8,1995,2113,7,839,2008,"WD ",350
"1107",10542,7,1994,2418,9,983,2008,"WD ",341
"1108",10010,7,1994,2197,9,783,2008,"WD ",287.5
"1109",10944,7,1994,2127,5,525,2008,"WD ",271
"1110",14303,8,1994,1987,7,691,2008,"WD ",301.5
"1111",11932,8,2008,1580,7,830,2008,"ConLD",235.128
"1112",14598,6,2007,1933,9,668,2008,"WD ",214
"1113",11957,8,2006,1574,7,824,2008,"WD ",232
"1114",13253,7,2006,1578,7,642,2008,"WD ",240
"1115",14587,9,2008,1506,6,592,2008,"New",264.132
"1116",10206,8,2007,1563,6,758,2008,"WD ",245
"1117",12274,7,2008,1428,6,554,2008,"New",227.68
"1118",9801,8,2007,1861,7,851,2008,"WD ",257
"1119",9428,8,2008,1874,8,880,2008,"New",297.9
"1120",10037,8,2007,1460,6,480,2008,"WD ",247
"1121",8640,8,2008,1372,6,588,2008,"New",212.7
"1122",8640,7,2008,1372,6,529,2008,"New",250.58
"1123",11639,7,2008,1428,6,480,2008,"New",182
"1124",9803,7,2005,1768,7,603,2008,"WD ",226.7
"1125",9375,8,2004,1992,9,648,2008,"WD ",250
"1126",10625,7,2005,1958,9,936,2008,"WD ",250
"1127",10800,8,2008,2078,8,836,2008,"New",339.75
"1128",8125,7,2007,1665,7,562,2008,"WD ",205.95
"1129",10625,8,2007,1660,7,660,2008,"WD ",256
"1130",7500,7,2008,1218,6,462,2008,"New",230.348
"1131",8791,6,2003,1728,7,673,2008,"WD ",207.5
"1132",7500,7,2005,1080,6,0,2008,"WD ",141
"1133",10110,6,2003,1696,7,542,2008,"WD ",188
"1134",12774,7,2004,1663,8,478,2008,"WD ",192.5
"1135",13072,6,2006,1175,6,0,2008,"WD ",146
"1136",13695,5,2004,1114,6,576,2008,"WD ",159
"1137",13695,6,2004,1114,6,576,2008,"WD ",155
"1138",8366,6,2004,1640,6,520,2008,"WD ",173
"1139",9260,7,2007,1162,6,483,2008,"WD ",170
"1140",8453,6,1995,1609,6,525,2008,"WD ",182
"1141",8480,6,1994,1680,7,474,2008,"WD ",163
"1142",8125,6,1998,1679,7,575,2008,"WD ",193.5
"1143",14565,7,1995,1657,6,483,2008,"WD ",189
"1144",8450,6,2001,1677,7,627,2008,"WD ",190.5
"1145",8285,7,1992,1737,7,506,2008,"WD ",175
"1146",7153,6,1991,1294,6,496,2008,"WD ",179.2
"1147",9291,6,1993,1710,7,506,2008,"WD ",187
"1148",8012,6,1994,1617,5,533,2008,"WD ",193
"1149",7892,6,1993,1199,5,530,2008,"WD ",153.9
"1150",9100,5,1963,984,5,384,2008,"WD ",128
"1151",12968,5,1962,912,4,352,2008,"WD ",144
"1152",8100,5,2007,864,5,420,2008,"WD ",135
"1153",8450,5,1968,890,5,308,2008,"WD ",115
"1154",6360,5,1963,864,5,276,2008,"COD",119.916
"1155",6768,6,1996,912,5,288,2008,"WD ",142
"1156",19508,6,1974,1430,6,484,2008,"WD ",192
"1157",10759,5,1972,1641,5,490,2008,"WD ",140
"1158",9205,6,1991,2683,9,473,2008,"WD ",290
"1159",11025,9,1994,2786,10,636,2008,"WD ",372.5
"1160",4282,7,2004,1391,5,530,2008,"WD ",196
"1161",4017,7,2007,1250,5,625,2008,"WD ",171.9
"1162",3435,7,2005,1245,5,495,2008,"WD ",178
"1163",3180,6,2005,1200,5,480,2008,"WD ",165
"1164",3180,7,2007,1392,5,540,2008,"WD ",146
"1165",3604,7,2007,1392,5,540,2008,"WD ",146
"1166",2280,7,1999,1501,6,440,2008,"WD ",179.4
"1167",2280,6,1999,1549,6,440,2008,"WD ",172.9
"1168",4765,9,2000,1638,5,495,2008,"WD ",300
"1169",4538,9,2001,1310,5,545,2008,"WD ",285
"1170",4385,9,2001,1419,5,588,2008,"WD ",290
"1171",4109,9,2000,1557,5,484,2008,"WD ",305
"1172",5119,9,2000,1709,5,506,2008,"CWD",328.9
"1173",2160,7,2000,1252,4,462,2008,"WD ",160
"1174",2160,7,2000,1404,5,462,2008,"WD ",170
"1175",10646,7,2001,1789,7,546,2008,"WD ",223
"1176",2645,8,1999,1586,7,480,2008,"WD ",170
"1177",2645,8,2000,1607,7,480,2008,"ConLD",200
"1178",3951,10,1999,2393,7,846,2008,"WD ",345
"1179",14963,8,1996,1288,4,500,2008,"WD ",245.5
"1180",11064,8,1995,1239,4,477,2008,"WD ",217.5
"1181",10846,8,1993,1719,6,473,2008,"Con",324
"1182",11120,6,1984,1232,6,516,2008,"WD ",162.5
"1183",24572,9,1977,2944,9,864,2008,"WD ",150
"1184",16280,8,2007,1671,6,550,2008,"WD ",290
"1185",7500,7,2002,1812,7,469,2008,"WD ",205
"1186",10400,7,1970,1682,7,530,2008,"WD ",174
"1187",11104,6,1969,1427,7,516,2008,"WD ",183
"1188",11050,6,1968,1740,8,512,2008,"WD ",150
"1189",11040,6,2004,1258,5,528,2008,"COD",145
"1190",15387,7,1967,1620,8,578,2008,"WD ",215
"1191",9750,5,1965,1625,8,484,2008,"ConLD",140.5
"1192",10800,6,1997,2614,9,624,2008,"WD ",240
"1193",8814,5,1968,1464,7,470,2008,"WD ",141
"1194",8872,5,2008,912,5,576,2008,"WD ",147
"1195",8125,5,2005,925,5,576,2008,"WD ",135
"1196",11072,5,1965,1728,10,576,2008,"WD ",145
"1197",13101,5,1965,1728,10,576,2008,"WD ",142.6
"1198",9246,5,1973,1656,8,506,2008,"WD ",135
"1199",13355,7,1971,1670,7,464,2008,"WD ",170
"1200",8963,8,1996,2715,11,831,2008,"WD ",299.8
"1201",9120,6,1974,1876,8,540,2008,"WD ",185
"1202",9130,6,2000,1632,7,484,2008,"WD ",173
"1203",12122,7,2007,999,6,588,2008,"WD ",178.4
"1204",9900,7,1968,1978,9,486,2008,"WD ",176
"1205",7785,5,1956,1014,6,267,2008,"WD ",98
"1206",8593,4,1957,907,5,352,2008,"WD ",109.008
"1207",8475,4,1956,952,4,283,2008,"WD ",135.75
"1208",8700,5,1963,1128,6,525,2008,"WD ",155
"1209",10175,6,1964,1425,7,576,2008,"WD ",180.5
"1210",9020,6,1966,1165,6,490,2008,"WD ",174.9
"1211",9200,6,1965,1136,5,384,2008,"WD ",140
"1212",8250,6,1964,1092,6,504,2008,"WD ",145
"1213",9350,5,1999,1265,6,502,2008,"WD ",179.9
"1214",9020,6,1964,1350,6,520,2008,"WD ",168.5
"1215",9900,5,1961,1114,5,451,2008,"COD",140
"1216",10007,5,2006,1053,5,312,2008,"WD ",145.5
"1217",10721,6,1959,1252,7,528,2008,"WD ",142
"1218",12493,4,1960,1100,6,312,2008,"WD ",141
"1219",11332,5,2000,1118,6,264,2008,"WD ",153
"1220",6627,3,1950,720,4,287,2008,"WD ",72.5
"1221",4130,3,2003,729,5,0,2008,"WD ",52
"1222",7420,5,1950,1077,5,205,2008,"WD ",118
"1223",4882,4,1950,906,5,231,2008,"WD ",87
"1224",9600,5,1960,1496,6,450,2008,"WD ",141.5
"1225",9600,6,1950,1252,6,288,2008,"WD ",119
"1226",9600,5,2006,1337,7,264,2008,"WD ",141.5
"1227",9600,6,1996,1661,8,377,2008,"WD ",165.5
"1228",7584,5,1953,1036,5,312,2008,"WD ",112.9
"1229",13700,7,1988,1820,8,492,2008,"WD ",201.8
"1230",10197,6,1961,1362,6,504,2008,"COD",163
"1231",7875,5,1961,1144,6,456,2008,"WD ",139.95
"1232",8400,6,2005,1537,7,462,2008,"COD",174
"1233",9150,6,1962,1431,6,296,2008,"WD ",165
"1234",14670,6,1999,1988,9,480,2008,"WD ",227
"1235",7390,5,1955,1098,6,260,2008,"WD ",135
"1236",9204,5,1963,1144,6,336,2008,"COD",124
"1237",7763,5,1980,1283,6,506,2008,"WD ",140
"1238",8856,5,1957,1176,6,292,2008,"WD ",136.5
"1239",9840,5,1998,1440,7,480,2008,"WD ",185
"1240",9120,6,1958,1261,6,433,2008,"WD ",163
"1241",13200,6,1958,1570,5,441,2008,"WD ",166.8
"1242",9000,6,1956,1196,6,297,2008,"WD ",139
"1243",11900,6,1957,1392,6,458,2008,"WD ",166
"1244",9464,6,1958,1080,5,288,2008,"WD ",136
"1245",10425,5,1958,1104,5,384,2008,"WD ",133
"1246",11556,5,1952,882,4,240,2008,"WD ",116
"1247",9373,5,1953,1152,6,636,2008,"WD ",137.5
"1248",12774,5,1953,950,5,400,2008,"WD ",130
"1249",14250,6,1957,1790,6,540,2008,"WD ",180
"1250",7350,5,1951,952,4,840,2008,"COD",139
"1251",7677,5,1953,773,4,240,2008,"WD ",110
"1252",8838,5,1982,1764,7,301,2008,"WD ",100
"1253",8480,5,1950,1216,6,336,2008,"COD",118.5
"1254",12436,5,1957,1824,9,484,2008,"WD ",146
"1255",10122,4,1950,869,3,390,2008,"WD ",89.9
"1256",7506,5,1950,1159,5,288,2008,"WD ",114
"1257",10930,5,1950,1558,6,288,2008,"WD ",140
"1258",5400,4,2005,672,4,308,2008,"WD ",86.9
"1259",10836,5,1950,1436,7,1488,2008,"WD ",139
"1260",10800,4,2000,1294,7,0,2008,"WD ",106.25
"1261",9247,6,1962,1716,8,490,2008,"WD ",171
"1262",10180,5,1968,1044,5,372,2008,"WD ",139
"1263",11355,7,2001,1312,6,495,2008,"WD ",186
"1264",10920,6,1960,1253,5,352,2008,"WD ",157
"1265",12929,6,1993,1081,5,401,2008,"WD ",148
"1266",27650,7,2007,2069,9,505,2008,"WD ",242
"1267",8892,5,1996,910,5,414,2008,"WD ",116
"1268",7200,5,1951,876,5,576,2008,"WD ",94
"1269",7200,5,1950,1048,7,420,2008,"WD ",98.3
"1270",7910,5,1960,1507,7,404,2008,"WD ",127
"1271",8000,5,1959,1256,6,311,2008,"WD ",159
"1272",8000,5,1962,1027,6,299,2008,"WD ",125.9
"1273",7931,5,1960,1269,6,308,2008,"WD ",155
"1274",8064,6,1950,1320,5,576,2008,"WD ",138
"1275",6390,6,1954,984,4,280,2008,"WD ",112.5
"1276",7227,6,1954,832,4,528,2008,"WD ",105.5
"1277",7200,6,1954,1278,6,240,2008,"WD ",127.5
"1278",8513,5,1961,1800,10,0,2008,"WD ",130
"1279",7200,5,1967,1588,6,480,2008,"WD ",150
"1280",7200,5,1954,825,4,350,2008,"WD ",109.5
"1281",7056,6,1963,1796,8,483,2008,"WD ",140
"1282",9760,6,1964,1611,7,442,2008,"WD ",167.9
"1283",7590,5,1963,1117,6,264,2008,"COD",136.87
"1284",9836,6,2008,1133,7,308,2008,"WD ",143
"1285",5232,5,2004,764,4,504,2008,"WD ",73
"1286",10440,5,2002,1539,8,686,2008,"WD ",157.5
"1287",9184,5,2005,1323,6,400,2008,"WD ",122.6
"1288",4800,5,2003,1360,6,330,2008,"WD ",111
"1289",10440,6,1950,2792,8,520,2008,"WD ",256
"1290",4800,5,1950,672,4,256,2008,"WD ",64
"1291",6000,6,2005,1456,7,308,2008,"WD ",139.5
"1292",11426,4,1996,1594,9,0,2008,"WD ",118
"1293",11426,7,2003,2082,6,484,2008,"WD ",200
"1294",7628,4,1985,1656,8,440,2008,"WD ",119.164
"1295",7308,5,1950,1740,6,225,2008,"WD ",122.25
"1296",5400,7,2006,1027,5,0,2008,"WD ",120
"1297",10800,6,1950,1436,8,828,2008,"Con",155
"1298",6756,5,1950,899,5,200,2008,"WD ",78
"1299",5914,5,1996,1080,5,0,2008,"WD ",95
"1300",6000,5,1950,789,5,250,2008,"WD ",115
"1301",12000,5,2005,1122,6,528,2008,"WD ",147
"1302",9000,5,1950,1499,5,869,2008,"WD ",140
"1303",7311,2,1950,407,3,297,2008,"WD ",46.5
"1304",6000,5,1957,928,5,288,2008,"WD ",112.5
"1305",6000,4,2000,901,4,281,2008,"WD ",107.9
"1306",12205,3,1992,1588,6,0,2008,"WD ",65
"1307",18386,7,2002,3493,10,870,2008,"WD ",295
"1308",9142,5,2006,1627,10,420,2008,"WD ",139.5
"1309",12665,5,1950,1416,7,720,2008,"WD ",153.9
"1310",5350,7,1965,1450,7,288,2008,"WD ",132
"1311",4571,5,1950,1344,7,513,2008,"COD",98
"1312",9143,5,2003,1017,5,308,2008,"WD ",114
"1313",9600,5,1960,2350,10,393,2008,"WD ",130
"1314",9600,6,1950,2058,8,396,2008,"WD ",129.5
"1315",6000,5,2005,1540,7,0,2008,"WD ",129.4
"1316",9600,7,2005,1378,7,360,2008,"WD ",161
"1317",10800,6,2000,1912,7,672,2008,"WD ",163
"1318",6300,6,2001,1484,9,0,2008,"WD ",128
"1319",5250,8,1987,2358,8,0,2008,"WD ",122
"1320",5700,7,1950,1111,5,288,2008,"WD ",116.9
"1321",13500,10,2000,2775,9,880,2008,"WD ",325
"1322",11340,2,1950,1086,5,400,2008,"ConLD",55
"1323",10800,7,1999,2495,10,342,2008,"WD ",184
"1324",9750,5,1959,984,5,308,2008,"WD ",110
"1325",12150,5,1954,1795,7,352,2008,"WD ",131.5
"1326",12702,5,1956,882,4,308,2008,"WD ",97
"1327",8516,4,2006,1093,5,308,2008,"WD ",115.5
"1328",7111,5,1983,1143,5,288,2008,"WD ",138
"1329",7425,7,1950,1668,8,252,2008,"WD ",108
"1330",9100,5,1960,935,4,308,2008,"WD ",79.5
"1331",7010,5,1950,1738,6,240,2008,"WD ",153
"1332",6130,5,1950,784,5,0,2008,"WD ",109.5
"1333",5000,5,2006,1210,6,240,2008,"WD ",124
"1334",5870,6,2000,1290,6,200,2008,"WD ",106.9
"1335",6000,6,1989,1672,6,240,2008,"WD ",164.9
"1336",6000,5,2003,949,5,370,2008,"WD ",119
"1337",6000,6,1950,1158,5,208,2008,"WD ",120
"1338",6000,6,2000,1497,5,672,2008,"WD ",157
"1339",6000,6,1950,1342,7,240,2008,"WD ",105
"1340",5000,6,1950,1013,6,160,2008,"WD ",113
"1341",5520,5,1997,1216,6,355,2008,"WD ",115
"1342",5940,4,1950,896,4,280,2008,"ConLD",79
"1343",6240,4,1950,1136,6,336,2008,"WD ",123
"1344",6120,5,1995,808,6,164,2008,"WD ",81.3
"1345",6240,5,1992,1573,8,360,2008,"WD ",162.9
"1346",6240,7,1950,2009,7,400,2008,"WD ",150
"1347",6120,5,1950,1902,7,576,2008,"WD ",123.5
"1348",6120,7,1950,1774,8,468,2008,"WD ",129.9
"1349",6155,6,1999,1362,6,502,2008,"WD ",128
"1350",6324,4,1950,520,4,240,2008,"WD ",68.5
"1351",8635,5,2001,1285,6,240,2008,"WD ",127
"1352",13053,6,2000,1848,8,370,2008,"WD ",207
"1353",9120,7,1950,1820,8,240,2008,"WD ",184
"1354",9144,6,2004,1716,8,672,2008,"WD ",162.5
"1355",9144,5,1982,1505,8,240,2008,"WD ",145
"1356",10267,6,2000,838,5,275,2008,"WD ",130
"1357",8094,6,1983,1984,8,360,2008,"WD ",160
"1358",5100,8,1996,1666,7,228,2008,"WD ",161
"1359",4347,6,1950,1609,7,228,2008,"WD ",127.5
"1360",6291,6,1950,768,4,440,2008,"WD ",93.85
"1361",10266,6,1952,1536,7,308,2008,"COD",136
"1362",6876,6,1958,1969,9,400,2008,"COD",141
"1363",10320,5,1978,1308,6,400,2008,"WD ",120
"1364",7200,6,1992,1040,5,320,2008,"WD ",127.5
"1365",7006,6,1950,1236,6,384,2008,"WD ",127
"1366",7920,6,1950,1406,6,0,2008,"WD ",89.5
"1367",8235,5,1995,825,4,720,2008,"WD ",125
"1368",5586,6,1998,1198,7,0,2008,"ConLD",79.9
"1369",10320,5,1991,759,5,576,2008,"ConLD",85
"1370",10320,3,1950,1344,8,0,2008,"WD ",82.375
"1371",10320,6,1995,1469,7,216,2008,"WD ",135
"1372",9488,5,1993,1054,6,240,2008,"WD ",124
"1373",8250,5,1968,1211,5,322,2008,"WD ",134
"1374",21286,5,1950,1271,7,312,2008,"WD ",135
"1375",17120,4,1959,1588,7,680,2008,"WD ",134.432
"1376",10106,5,1999,1355,6,0,2008,"WD ",127.5
"1377",11235,5,1963,1075,6,440,2008,"WD ",148
"1378",11200,5,1965,1040,5,384,2008,"WD ",129.5
"1379",13014,6,1978,1096,6,484,2008,"WD ",157.5
"1380",7162,5,1966,904,6,408,2008,"WD ",109.9
"1381",10265,5,2005,992,6,294,2008,"WD ",145
"1382",9764,5,2003,894,5,450,2008,"WD ",130
"1383",7703,6,1978,1034,6,504,2008,"WD ",153
"1384",9981,5,1967,1073,6,270,2008,"WD ",120
"1385",7400,5,1984,1126,5,506,2008,"WD ",152
"1386",12900,4,1969,1258,6,400,2008,"WD ",108.959
"1387",12900,5,1950,1140,6,400,2008,"WD ",95.541
"1388",9000,5,1959,1006,5,0,2008,"WD ",80
"1389",8544,5,2006,1228,6,271,2008,"WD ",149.35
"1390",9239,5,2003,960,6,300,2008,"WD ",144.9
"1391",14175,6,1956,1188,4,621,2008,"WD ",185
"1392",13284,5,1954,1383,6,354,2008,"WD ",165
"1393",13500,6,1975,1252,4,564,2008,"WD ",235
"1394",13825,5,1987,1601,6,300,2008,"WD ",140
"1395",10200,5,1997,672,4,240,2008,"WD ",108
"1396",10532,5,1960,1721,7,626,2008,"WD ",145
"1397",8375,5,1973,1350,6,627,2008,"WD ",152.4
"1398",10200,5,1970,904,5,912,2008,"WD ",144
"1399",2887,6,1997,1291,6,431,2008,"WD ",173
"1400",10005,7,1977,2022,8,505,2008,"WD ",192
"1401",20270,7,1979,1524,7,478,2008,"WD ",245
"1402",39104,7,2005,1363,5,439,2008,"WD ",241.5
"1403",53227,4,1994,1663,6,529,2008,"WD ",256
"1404",11512,6,2006,1357,5,312,2008,"WD ",177
"1405",5190,7,1950,1079,5,249,2008,"WD ",125.6
"1406",10452,6,1953,1094,5,495,2008,"WD ",155
"1407",45600,6,1997,2358,10,360,2008,"WD ",240
"1408",19550,5,2007,1518,5,0,2008,"WD ",260
"1409",21780,6,1950,1674,8,396,2008,"WD ",185
"1410",13728,6,1986,2108,7,540,2008,"WD ",235
"1411",9571,5,1956,1509,6,322,2008,"WD ",159.9
"1412",9350,5,1975,864,4,0,2008,"WD ",99.6
"1413",9360,6,2001,1269,7,280,2008,"WD ",134.5
"1414",8405,5,1950,1367,7,384,2008,"WD ",119
"1415",7000,5,1991,1347,5,0,2008,"WD ",107.5
"1416",10880,5,1950,1164,5,240,2008,"ConLD",125
"1417",9600,6,1950,1096,5,0,2008,"WD ",79
"1418",9084,5,1950,1111,5,200,2008,"ConLw",95
"1419",11839,7,1990,2329,10,514,2008,"WD ",262.28
"1420",9771,6,2002,2814,9,614,2008,"WD ",260
"1421",9938,7,1994,1626,7,534,2008,"WD ",226.5
"1422",14171,7,1994,2200,9,453,2008,"WD ",225
"1423",10541,7,1996,2037,8,472,2008,"WD ",229
"1424",10616,7,2007,1356,6,484,2008,"New",177.439
"1425",9345,8,2007,1615,7,864,2008,"WD ",248.5
"1426",11778,9,2008,2276,7,1348,2008,"WD ",475
"1427",11778,9,2008,1766,8,874,2008,"New",395.039
"1428",11228,7,1993,2097,9,678,2008,"WD ",228
"1429",11454,8,1995,1511,6,811,2008,"WD ",225
"1430",11500,6,1966,1643,6,438,2008,"WD ",195
"1431",12798,6,1997,1688,8,603,2008,"WD ",200
"1432",9750,5,1994,990,5,528,2008,"WD ",155
"1433",9525,5,2006,1099,6,352,2008,"WD ",144
"1434",9245,5,1995,990,5,672,2008,"WD ",145
"1435",8696,7,1998,1418,5,558,2008,"WD ",226.001
"1436",13142,6,1997,1771,6,600,2008,"WD ",215.7
"1437",8998,7,2000,1652,6,532,2008,"WD ",207.5
"1438",9179,7,1999,1790,7,588,2008,"WD ",193
"1439",8924,7,1999,1724,8,527,2008,"WD ",188
"1440",9382,7,2000,1479,6,577,2008,"WD ",191
"1441",12803,7,2002,1494,6,530,2008,"WD ",221
"1442",12435,7,2001,1792,7,564,2008,"WD ",231.5
"1443",12192,7,2001,1823,6,626,2008,"WD ",235
"1444",11250,7,2002,1786,6,608,2008,"WD ",223.5
"1445",9200,5,1980,938,5,308,2008,"WD ",130.25
